id,country,age,gender,EDUCATION_LEVEL,wtp_access,wtp_private,wtp_amount_1,wtp_amount_2a,wtp_amount_2b,geq_taxes_0,geq_taxes_1,geq_taxes_2a,geq_taxes_2b,geq_ticket_0,geq_ticket_1,geq_ticket_2a,geq_ticket_2b,wtpVal,taxesExtra,ticketExtra,wtpVal_PPP,taxesExtra_PPP,ticketExtra_PPP,WTP_R1,WTP_R2_aux,geq_taxes_R1,geq_taxes_R2_aux,geq_ticket_R1,geq_ticket_R2_aux,WTP_R2,geq_taxes_R2,geq_ticket_R2,WTP_BD1,WTP_BD2,geq_taxes_BD1,geq_taxes_BD2,geq_ticket_BD1,geq_ticket_BD2,WTP_BD1_PPP,WTP_BD2_PPP,geq_taxes_BD1_PPP,geq_taxes_BD2_PPP,geq_ticket_BD1_PPP,geq_ticket_BD2_PPP
94,UK,72,Male,Primary completed,Do not know,No,NA,NA,NA,Yes,DK,NA,NA,RS,NA,NA,NA,NA,2880,NA,NA,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2880,NA,NA,NA,NA,NA,5000,NA,NA,NA
95,UK,60,Male,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,No,Yes,No,NA,Yes,NA,2880,115,NA,5000,200,NA,NA,0,No,0,Yes,NA,0,1,NA,NA,2880,1440,115,57.5,NA,NA,5000,2500,200,100
96,UK,77,Female,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,Yes,No,NA,Yes,NA,NA,10,NA,NA,20,NA,NA,NA,NA,0,Yes,NA,NA,1,NA,NA,NA,NA,10,5,NA,NA,NA,NA,20,10
97,UK,72,Male,Primary completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,No,NA,DK,Yes,DK,NA,NA,Yes,Yes,No,NA,115,290,10,200,500,20,0,DK,NA,NA,1,No,NA,NA,0,115,57.5,290,NA,10,20,200,100,500,NA,20,40
98,UK,55,Female,University completed,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,UK,40,Female,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,UK,39,Male,University completed,Do not know,Do not know,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,UK,43,Male,University completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,No,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,115,5,10,200,10,20,1,No,1,Yes,1,Yes,0,1,1,115,230,5,10,10,20,200,400,10,20,20,40
102,UK,18,Male,Unknown/missing,Do not know,Do not know,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,UK,34,Male,University completed,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,Yes,Yes,No,NA,No,NA,NA,NA,60,60,NA,100,100,NA,1,Yes,1,No,NA,NA,1,0,NA,60,120,60,120,NA,NA,100,200,100,200,NA,NA
104,UK,74,Female,Secondary completed,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,DK,NA,NA,NA,Yes,DK,NA,NA,60,NA,115,100,NA,200,1,Yes,NA,NA,NA,NA,1,NA,NA,60,120,NA,NA,115,NA,100,200,NA,NA,200,NA
105,UK,35,Male,University completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,No,NA,Yes,Yes,No,NA,Yes,Yes,Yes,NA,230,30,10,400,50,20,1,No,1,No,1,Yes,0,0,1,230,460,30,60,10,20,400,800,50,100,20,40
106,UK,74,Male,Less than primary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,Yes,No,NA,No,NA,NA,NA,NA,30,NA,NA,50,NA,NA,NA,1,No,NA,NA,NA,0,NA,NA,NA,30,60,NA,NA,NA,NA,50,100,NA,NA
107,UK,67,Female,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,575,NA,NA,1000,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,575,287.5,NA,NA,NA,NA,1000,500,NA,NA
108,UK,34,Female,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,UK,74,Male,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,UK,67,Female,Primary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,NA,60,10,NA,100,20,NA,NA,1,Yes,1,Yes,NA,1,1,NA,NA,60,120,10,20,NA,NA,100,200,20,40
111,UK,35,Female,Less than primary completed,Do not know,Yes,DK,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,230,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA
112,UK,40,Male,University completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,Yes,Yes,NA,No,NA,NA,NA,NA,290,NA,NA,500,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,NA,NA,290,580,NA,NA,NA,NA,500,1000,NA,NA
113,UK,62,Male,Less than primary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,Yes,NA,No,NA,NA,NA,NA,5,NA,NA,10,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,NA,NA,5,10,NA,NA,NA,NA,10,20,NA,NA
115,UK,57,Female,University completed,Vaccines made available by government but citizens can pay privately to gain access,Do not know,NA,NA,NA,Yes,Yes,No,NA,No,NA,NA,NA,NA,60,NA,NA,100,NA,NA,NA,1,No,NA,NA,NA,0,NA,NA,NA,60,120,NA,NA,NA,NA,100,200,NA,NA
116,UK,58,Male,Primary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,No,NA,Yes,No,NA,Yes,NA,60,115,NA,100,200,NA,NA,1,No,0,Yes,NA,0,1,NA,NA,60,120,115,57.5,NA,NA,100,200,200,100
117,UK,69,Female,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,Yes,NA,No,NA,NA,NA,NA,30,NA,NA,50,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,NA,NA,30,60,NA,NA,NA,NA,50,100,NA,NA
118,UK,67,Male,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,Do not know,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,UK,66,Male,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,No,NA,Yes,No,NA,No,NA,575,115,NA,1000,200,NA,NA,1,No,0,No,NA,0,0,NA,NA,575,1150,115,57.5,NA,NA,1000,2000,200,100
120,UK,74,Male,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,DK,NA,NA,Yes,Yes,Yes,NA,Yes,No,NA,Yes,230,5,60,400,10,100,NA,NA,1,Yes,0,Yes,NA,1,1,230,NA,5,10,60,30,400,NA,10,20,100,50
121,UK,49,Female,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,No,NA,Yes,Yes,No,NA,NA,290,115,NA,500,200,NA,NA,1,No,1,No,NA,0,0,NA,NA,290,580,115,230,NA,NA,500,1000,200,400
122,UK,78,Female,Secondary completed,Vaccines only made available by government at low or no cost,Yes,Yes,No,NA,Yes,Yes,Yes,NA,Yes,No,NA,Yes,115,30,30,200,50,50,1,No,1,Yes,0,Yes,0,1,1,115,230,30,60,30,15,200,400,50,100,50,25
123,UK,52,Male,Secondary completed,Vaccines only made available by government at low or no cost,Yes,No,NA,No,Yes,Yes,Yes,NA,Yes,No,NA,Yes,230,5,60,400,10,100,0,No,1,Yes,0,Yes,0,1,1,230,115,5,10,60,30,400,200,10,20,100,50
124,UK,58,Male,Secondary completed,Vaccines only made available by government at low or no cost,Yes,DK,NA,NA,Yes,Yes,No,NA,Yes,Yes,Yes,NA,115,30,5,200,50,10,NA,NA,1,No,1,Yes,NA,0,1,115,NA,30,60,5,10,200,NA,50,100,10,20
125,UK,27,Female,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,UK,40,Male,University completed,Do not know,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,UK,46,Female,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,UK,69,Male,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,No,Yes,No,NA,Yes,NA,2880,115,NA,5000,200,NA,NA,0,No,0,Yes,NA,0,1,NA,NA,2880,1440,115,57.5,NA,NA,5000,2500,200,100
129,UK,32,Female,University completed,Vaccines only made available by government at low or no cost,Yes,No,NA,No,Yes,No,NA,Yes,Yes,Yes,No,NA,575,290,10,1000,500,20,0,No,0,Yes,1,No,0,1,0,575,287.5,290,145,10,20,1000,500,500,250,20,40
130,UK,78,Male,University completed,Vaccines only made available by government at low or no cost,Yes,DK,NA,NA,DK,NA,NA,NA,Yes,Yes,Yes,NA,230,NA,10,400,NA,20,NA,NA,NA,NA,1,Yes,NA,NA,1,230,NA,NA,NA,10,20,400,NA,NA,NA,20,40
131,UK,78,Male,Less than primary completed,Vaccines only made available by government at low or no cost,Yes,DK,NA,NA,Yes,DK,NA,NA,No,NA,NA,NA,115,60,NA,200,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,60,NA,NA,NA,200,NA,100,NA,NA,NA
132,UK,69,Female,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,No,NA,No,NA,NA,NA,NA,30,NA,NA,50,NA,NA,NA,1,No,NA,NA,NA,0,NA,NA,NA,30,60,NA,NA,NA,NA,50,100,NA,NA
133,UK,43,Male,University completed,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,UK,61,Female,University completed,Do not know,No,NA,NA,NA,Yes,Yes,DK,NA,Yes,DK,NA,NA,NA,60,60,NA,100,100,NA,NA,1,DK,NA,NA,NA,NA,NA,NA,NA,60,120,60,NA,NA,NA,100,200,100,NA
135,UK,68,Male,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,No,Yes,Yes,DK,NA,NA,2880,30,NA,5000,50,NA,NA,0,No,1,DK,NA,0,NA,NA,NA,2880,1440,30,60,NA,NA,5000,2500,50,100
136,UK,71,Male,Secondary completed,Vaccines only made available by government at low or no cost,Yes,DK,NA,NA,Yes,Yes,Yes,NA,No,NA,NA,NA,115,5,NA,200,10,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,115,NA,5,10,NA,NA,200,NA,10,20,NA,NA
137,UK,24,Female,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,No,NA,DK,Yes,No,NA,Yes,Yes,No,NA,Yes,230,60,115,400,100,200,0,DK,0,Yes,0,Yes,NA,1,1,230,115,60,30,115,57.5,400,200,100,50,200,100
138,UK,62,Male,Less than primary completed,Do not know,No,NA,NA,NA,RS,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,UK,63,Male,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,No,NA,No,Yes,Yes,Yes,NA,NA,2880,30,NA,5000,50,NA,NA,0,No,1,Yes,NA,0,1,NA,NA,2880,1440,30,60,NA,NA,5000,2500,50,100
140,UK,67,Female,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,UK,68,Female,Primary completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,No,NA,No,Yes,Yes,Yes,NA,DK,NA,NA,NA,115,5,NA,200,10,NA,0,No,1,Yes,NA,NA,0,1,NA,115,57.5,5,10,NA,NA,200,100,10,20,NA,NA
143,UK,35,Male,University completed,Vaccines only made available by government at low or no cost,Yes,Yes,No,NA,Yes,Yes,No,NA,Yes,Yes,No,NA,30,290,30,50,500,50,1,No,1,No,1,No,0,0,0,30,60,290,580,30,60,50,100,500,1000,50,100
144,UK,67,Male,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,UK,29,Female,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,UK,46,Female,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,UK,61,Female,Secondary completed,Vaccines only made available by government at low or no cost,Yes,No,NA,No,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,230,60,10,400,100,20,0,No,1,Yes,1,Yes,0,1,1,230,115,60,120,10,20,400,200,100,200,20,40
148,UK,37,Male,University completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,230,290,60,400,500,100,1,Yes,1,Yes,1,Yes,1,1,1,230,460,290,580,60,120,400,800,500,1000,100,200
149,UK,22,Female,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,Yes,No,NA,NA,NA,NA,2880,NA,NA,5000,NA,NA,NA,0,Yes,NA,NA,NA,1,NA,NA,NA,2880,1440,NA,NA,NA,NA,5000,2500,NA,NA
150,UK,77,Female,Secondary completed,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,Yes,No,NA,Yes,115,5,30,200,10,50,1,Yes,1,Yes,0,Yes,1,1,1,115,230,5,10,30,15,200,400,10,20,50,25
151,UK,68,Male,Less than primary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,Yes,Yes,NA,No,NA,NA,NA,NA,30,NA,NA,50,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,NA,NA,30,60,NA,NA,NA,NA,50,100,NA,NA
152,UK,62,Male,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,Yes,No,NA,NA,NA,NA,575,NA,NA,1000,NA,NA,NA,0,Yes,NA,NA,NA,1,NA,NA,NA,575,287.5,NA,NA,NA,NA,1000,500,NA,NA
153,UK,39,Male,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,Yes,NA,No,NA,NA,NA,NA,30,NA,NA,50,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,NA,NA,30,60,NA,NA,NA,NA,50,100,NA,NA
154,UK,71,Male,Primary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,Yes,NA,No,NA,NA,NA,NA,60,NA,NA,100,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,NA,NA,60,120,NA,NA,NA,NA,100,200,NA,NA
155,UK,30,Male,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,UK,64,Male,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,Yes,NA,DK,NA,NA,NA,NA,30,NA,NA,50,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,NA,NA,30,60,NA,NA,NA,NA,50,100,NA,NA
157,UK,57,Female,Primary completed,Vaccines only made available by government at low or no cost,Yes,No,NA,No,Yes,Yes,Yes,NA,Yes,No,NA,Yes,575,5,115,1000,10,200,0,No,1,Yes,0,Yes,0,1,1,575,287.5,5,10,115,57.5,1000,500,10,20,200,100
158,UK,57,Male,University completed,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,Yes,No,NA,Yes,DK,NA,NA,NA,30,2880,NA,50,5000,NA,1,Yes,0,Yes,NA,NA,1,1,NA,30,60,2880,1440,NA,NA,50,100,5000,2500,NA,NA
159,UK,61,Female,University completed,Vaccines only made available by government at low or no cost,Yes,No,NA,No,Yes,Yes,No,NA,Yes,Yes,Yes,NA,575,290,10,1000,500,20,0,No,1,No,1,Yes,0,0,1,575,287.5,290,580,10,20,1000,500,500,1000,20,40
160,UK,69,Female,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,DK,NA,NA,Yes,Yes,Yes,NA,NA,575,10,NA,1000,20,NA,NA,NA,NA,1,Yes,NA,NA,1,NA,NA,575,NA,10,20,NA,NA,1000,NA,20,40
161,UK,74,Male,Primary completed,Vaccines only made available by government at low or no cost,Yes,No,NA,No,No,NA,NA,NA,Yes,No,NA,No,115,NA,115,200,NA,200,0,No,NA,NA,0,No,0,NA,0,115,57.5,NA,NA,115,57.5,200,100,NA,NA,200,100
162,UK,77,Female,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,Yes,Yes,NA,DK,NA,NA,NA,NA,5,NA,NA,10,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,NA,NA,5,10,NA,NA,NA,NA,10,20,NA,NA
163,UK,59,Female,University completed,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,60,290,30,100,500,50,1,Yes,1,Yes,1,Yes,1,1,1,60,120,290,580,30,60,100,200,500,1000,50,100
164,UK,80,Female,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,Yes,Yes,No,NA,No,NA,NA,NA,NA,60,NA,NA,100,NA,NA,NA,1,No,NA,NA,NA,0,NA,NA,NA,60,120,NA,NA,NA,NA,100,200,NA,NA
165,UK,53,Male,University completed,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,No,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,UK,34,Female,University completed,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,UK,52,Female,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,UK,73,Male,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,Yes,NA,No,NA,NA,NA,NA,290,NA,NA,500,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,NA,NA,290,580,NA,NA,NA,NA,500,1000,NA,NA
169,UK,64,Female,Secondary completed,Vaccines only made available by government at low or no cost,Yes,DK,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,115,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA
170,UK,67,Male,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,No,NA,NA,NA,30,575,NA,50,1000,NA,1,Yes,1,Yes,NA,NA,1,1,NA,30,60,575,1150,NA,NA,50,100,1000,2000,NA,NA
171,UK,25,Female,Unknown/missing,Do not know,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,UK,75,Male,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,Do not know,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,UK,55,Female,Secondary completed,Vaccines only made available by government at low or no cost,Yes,No,NA,No,RS,NA,NA,NA,Yes,No,NA,Yes,575,NA,60,1000,NA,100,0,No,NA,NA,0,Yes,0,NA,1,575,287.5,NA,NA,60,30,1000,500,NA,NA,100,50
174,UK,59,Male,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,UK,48,Male,Secondary completed,Vaccines are only available for private purchase,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,UK,83,Male,Secondary completed,Do not know,Yes,DK,NA,NA,Yes,No,NA,No,DK,NA,NA,NA,575,2880,NA,1000,5000,NA,NA,NA,0,No,NA,NA,NA,0,NA,575,NA,2880,1440,NA,NA,1000,NA,5000,2500,NA,NA
177,UK,58,Female,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,DK,NA,NA,Yes,No,NA,Yes,NA,290,115,NA,500,200,NA,NA,NA,NA,0,Yes,NA,NA,1,NA,NA,290,NA,115,57.5,NA,NA,500,NA,200,100
178,UK,50,Male,Primary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,No,NA,No,NA,NA,NA,NA,290,NA,NA,500,NA,NA,NA,1,No,NA,NA,NA,0,NA,NA,NA,290,580,NA,NA,NA,NA,500,1000,NA,NA
179,UK,35,Female,Secondary completed,Vaccines only made available by government at low or no cost,Yes,Yes,No,NA,DK,NA,NA,NA,DK,NA,NA,NA,60,NA,NA,100,NA,NA,1,No,NA,NA,NA,NA,0,NA,NA,60,120,NA,NA,NA,NA,100,200,NA,NA,NA,NA
180,UK,40,Male,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,UK,62,Female,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,Yes,Yes,NA,DK,NA,NA,NA,NA,5,NA,NA,10,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,NA,NA,5,10,NA,NA,NA,NA,10,20,NA,NA
182,UK,69,Male,University completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,30,60,60,50,100,100,1,Yes,1,Yes,1,Yes,1,1,1,30,60,60,120,60,120,50,100,100,200,100,200
183,UK,50,Male,University completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,DK,NA,NA,Yes,Yes,Yes,NA,DK,NA,NA,NA,115,60,NA,200,100,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,115,NA,60,120,NA,NA,200,NA,100,200,NA,NA
184,UK,35,Male,University completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,No,NA,Yes,DK,NA,NA,Yes,No,NA,No,115,575,30,200,1000,50,1,No,NA,NA,0,No,0,NA,0,115,230,575,NA,30,15,200,400,1000,NA,50,25
185,UK,72,Male,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,Yes,Yes,No,NA,NA,NA,5,NA,NA,10,NA,NA,NA,NA,1,No,NA,NA,0,NA,NA,NA,NA,5,10,NA,NA,NA,NA,10,20
186,UK,62,Female,Secondary completed,Vaccines only made available by government at low or no cost,Yes,Yes,No,NA,No,NA,NA,NA,No,NA,NA,NA,230,NA,NA,400,NA,NA,1,No,NA,NA,NA,NA,0,NA,NA,230,460,NA,NA,NA,NA,400,800,NA,NA,NA,NA
187,UK,23,Female,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,UK,48,Female,Primary completed,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,UK,62,Male,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,Yes,Yes,NA,Yes,No,NA,No,NA,5,60,NA,10,100,NA,NA,1,Yes,0,No,NA,1,0,NA,NA,5,10,60,30,NA,NA,10,20,100,50
190,UK,73,Male,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,Yes,Yes,Yes,Yes,NA,NA,60,10,NA,100,20,NA,NA,0,Yes,1,Yes,NA,1,1,NA,NA,60,30,10,20,NA,NA,100,50,20,40
